pH,conductivity,turbidity,temperature,time
7.43,53.23,649,11.38,2025-12-05T08:54:43
7.43,53.05,649,11.5,2025-12-05T08:54:54
7.44,53.05,650,11.5,2025-12-05T08:55:04
7.44,53.14,649,11.44,2025-12-05T08:55:14
7.43,53.05,649,11.5,2025-12-05T08:55:25
7.44,53.05,649,11.5,2025-12-05T08:55:35
7.44,52.96,649,11.56,2025-12-05T08:55:46
7.43,52.96,650,11.56,2025-12-05T08:55:56
7.43,52.96,649,11.56,2025-12-05T08:56:07
7.43,52.96,650,11.56,2025-12-05T08:56:17
7.44,52.96,650,11.56,2025-12-05T08:56:27
7.44,52.96,651,11.56,2025-12-05T08:56:37
7.43,52.96,650,11.56,2025-12-05T08:56:48
7.44,53.05,649,11.5,2025-12-05T08:56:58
7.44,53.05,651,11.5,2025-12-05T08:57:08
7.43,53.05,652,11.5,2025-12-05T08:57:18
7.44,53.14,649,11.44,2025-12-05T08:57:29
7.44,53.23,650,11.38,2025-12-05T08:57:39
7.45,53.23,650,11.38,2025-12-05T08:57:50
7.45,53.23,649,11.38,2025-12-05T08:58:00
7.44,53.23,649,11.38,2025-12-05T08:58:10
7.44,53.23,650,11.38,2025-12-05T08:58:20
7.44,53.23,650,11.38,2025-12-05T08:58:31
7.44,53.23,650,11.38,2025-12-05T08:58:41
7.44,53.14,651,11.44,2025-12-05T08:58:51
7.44,53.14,650,11.44,2025-12-05T08:59:01
7.44,52.96,650,11.56,2025-12-05T08:59:12
7.44,52.96,650,11.56,2025-12-05T08:59:22
7.44,52.96,650,11.56,2025-12-05T08:59:33
7.44,52.87,650,11.63,2025-12-05T08:59:43
7.44,52.78,650,11.69,2025-12-05T08:59:54
7.44,52.78,650,11.69,2025-12-05T09:00:04
7.43,52.87,651,11.63,2025-12-05T09:00:15
7.44,52.87,651,11.63,2025-12-05T09:00:25
7.44,52.87,650,11.63,2025-12-05T09:00:35
7.44,52.87,651,11.63,2025-12-05T09:00:45
7.44,52.87,651,11.63,2025-12-05T09:00:56
7.43,52.87,651,11.63,2025-12-05T09:01:06
7.44,52.87,651,11.63,2025-12-05T09:01:16
7.44,52.87,650,11.63,2025-12-05T09:01:26
7.45,52.78,651,11.69,2025-12-05T09:01:37
7.43,52.78,651,11.69,2025-12-05T09:01:47
7.44,52.78,651,11.69,2025-12-05T09:01:57
7.44,52.78,651,11.69,2025-12-05T09:02:07
7.44,52.78,651,11.69,2025-12-05T09:02:17
7.44,52.78,651,11.69,2025-12-05T09:02:28
7.44,52.69,651,11.75,2025-12-05T09:02:38
7.44,52.69,651,11.75,2025-12-05T09:02:48
7.43,52.69,651,11.75,2025-12-05T09:02:58
7.44,52.69,651,11.75,2025-12-05T09:03:09
7.44,52.69,651,11.75,2025-12-05T09:03:19
7.44,52.69,651,11.75,2025-12-05T09:03:30
7.44,52.69,651,11.75,2025-12-05T09:03:40
7.43,52.69,651,11.75,2025-12-05T09:03:50
7.44,52.69,651,11.75,2025-12-05T09:04:00
7.44,52.69,651,11.75,2025-12-05T09:04:11
7.43,52.6,651,11.81,2025-12-05T09:04:21
7.44,52.6,651,11.81,2025-12-05T09:04:31
7.44,52.6,651,11.81,2025-12-05T09:04:41
7.44,52.51,651,11.88,2025-12-05T09:04:51
7.43,52.51,651,11.88,2025-12-05T09:05:02
7.44,52.51,651,11.88,2025-12-05T09:05:12
7.44,52.51,651,11.88,2025-12-05T09:05:22
7.43,52.51,651,11.88,2025-12-05T09:05:32
7.44,52.51,651,11.88,2025-12-05T09:05:43
7.44,52.51,651,11.88,2025-12-05T09:05:53
7.43,52.51,651,11.88,2025-12-05T09:06:03
7.43,52.6,651,11.81,2025-12-05T09:06:13
7.43,52.6,651,11.81,2025-12-05T09:06:23
7.44,52.6,651,11.81,2025-12-05T09:06:34
7.43,52.6,651,11.81,2025-12-05T09:06:45
7.43,52.6,652,11.81,2025-12-05T09:06:55
7.44,52.6,651,11.81,2025-12-05T09:07:05
7.44,52.69,651,11.75,2025-12-05T09:07:15
7.44,52.69,651,11.75,2025-12-05T09:07:25
7.43,52.69,651,11.75,2025-12-05T09:07:36
7.43,52.69,651,11.75,2025-12-05T09:07:46
7.44,52.69,651,11.75,2025-12-05T09:07:56
7.43,52.69,651,11.75,2025-12-05T09:08:06
7.44,52.6,651,11.81,2025-12-05T09:08:17
7.44,52.6,651,11.81,2025-12-05T09:08:27
7.44,52.6,651,11.81,2025-12-05T09:08:37
7.44,52.51,651,11.88,2025-12-05T09:08:47
7.44,52.6,651,11.81,2025-12-05T09:08:58
7.44,52.51,651,11.88,2025-12-05T09:09:08
7.43,52.51,651,11.88,2025-12-05T09:09:18
7.44,52.51,651,11.88,2025-12-05T09:09:28
7.43,52.42,651,11.94,2025-12-05T09:09:38
7.44,52.42,651,11.94,2025-12-05T09:09:49
7.43,52.51,651,11.88,2025-12-05T09:09:59
7.44,52.51,651,11.88,2025-12-05T09:10:09
7.44,52.51,651,11.88,2025-12-05T09:10:20
7.44,52.51,651,11.88,2025-12-05T09:10:30
7.44,52.51,651,11.88,2025-12-05T09:10:40
7.44,52.51,650,11.88,2025-12-05T09:10:51
7.43,52.51,648,11.88,2025-12-05T09:11:01
7.43,52.51,647,11.88,2025-12-05T09:11:12
7.44,52.6,647,11.81,2025-12-05T09:11:22
7.43,52.6,647,11.81,2025-12-05T09:11:32
7.43,52.6,647,11.81,2025-12-05T09:11:43
7.43,52.6,648,11.81,2025-12-05T09:11:53
7.44,52.51,648,11.88,2025-12-05T09:12:03
7.44,52.51,648,11.88,2025-12-05T09:12:14
7.43,52.6,648,11.81,2025-12-05T09:12:24
7.43,52.51,648,11.88,2025-12-05T09:12:34
7.43,52.6,648,11.81,2025-12-05T09:12:45
7.44,52.6,648,11.81,2025-12-05T09:12:55
7.44,52.6,648,11.81,2025-12-05T09:13:05
7.43,52.6,648,11.81,2025-12-05T09:13:16
7.43,52.6,648,11.81,2025-12-05T09:13:26
7.45,52.6,648,11.81,2025-12-05T09:13:36
7.44,52.6,647,11.81,2025-12-05T09:13:46
7.44,55.38,647,11.75,2025-12-05T09:13:57
7.44,55.38,647,11.75,2025-12-05T09:14:07
7.45,52.6,647,11.81,2025-12-05T09:14:18
7.44,55.29,647,11.81,2025-12-05T09:14:28
7.44,52.69,647,11.75,2025-12-05T09:14:38
7.44,55.38,647,11.75,2025-12-05T09:14:48
7.44,55.29,647,11.81,2025-12-05T09:14:59
7.45,55.38,646,11.75,2025-12-05T09:15:09
7.44,55.38,646,11.75,2025-12-05T09:15:19
7.45,55.38,646,11.75,2025-12-05T09:15:29
7.45,55.29,646,11.81,2025-12-05T09:15:39
7.45,55.38,645,11.75,2025-12-05T09:15:50
7.46,55.38,645,11.75,2025-12-05T09:16:00
7.45,55.48,645,11.69,2025-12-05T09:16:10
7.46,55.48,644,11.69,2025-12-05T09:16:20
7.45,55.48,644,11.69,2025-12-05T09:16:31
7.45,55.57,643,11.63,2025-12-05T09:16:41
7.46,55.57,643,11.63,2025-12-05T09:16:51
7.45,55.57,642,11.63,2025-12-05T09:17:01
7.46,55.48,642,11.69,2025-12-05T09:17:11
7.46,55.57,642,11.63,2025-12-05T09:17:22
7.46,55.57,642,11.63,2025-12-05T09:17:32
7.46,55.57,642,11.63,2025-12-05T09:17:42
7.47,55.48,642,11.69,2025-12-05T09:17:53
7.47,55.48,642,11.69,2025-12-05T09:18:03
7.46,55.48,642,11.69,2025-12-05T09:18:13
7.47,55.48,642,11.69,2025-12-05T09:18:24
7.47,55.48,642,11.69,2025-12-05T09:18:34
7.47,55.48,643,11.69,2025-12-05T09:18:44
7.47,55.48,643,11.69,2025-12-05T09:18:54
7.47,55.48,643,11.69,2025-12-05T09:19:05
7.47,55.57,643,11.63,2025-12-05T09:19:15
7.47,55.57,643,11.63,2025-12-05T09:19:25
7.47,55.57,643,11.63,2025-12-05T09:19:35
7.47,55.57,643,11.63,2025-12-05T09:19:46
7.48,55.57,643,11.63,2025-12-05T09:19:56
7.49,55.57,643,11.63,2025-12-05T09:20:06
7.48,55.57,643,11.63,2025-12-05T09:20:16
7.47,55.57,643,11.63,2025-12-05T09:20:26
7.48,55.57,642,11.63,2025-12-05T09:20:37
7.48,55.57,642,11.63,2025-12-05T09:20:47
7.49,55.67,642,11.56,2025-12-05T09:20:57
7.48,55.67,642,11.56,2025-12-05T09:21:07
7.48,55.67,641,11.56,2025-12-05T09:21:18
7.49,55.67,641,11.56,2025-12-05T09:21:28
7.49,55.67,641,11.56,2025-12-05T09:21:38
7.48,55.67,641,11.56,2025-12-05T09:21:48
7.49,55.57,641,11.63,2025-12-05T09:21:58
7.48,55.57,640,11.63,2025-12-05T09:22:09
7.49,55.57,640,11.63,2025-12-05T09:22:19
7.48,55.48,640,11.69,2025-12-05T09:22:30
7.49,55.48,640,11.69,2025-12-05T09:22:40
7.49,55.48,639,11.69,2025-12-05T09:22:50
7.49,55.48,639,11.69,2025-12-05T09:23:00
7.49,55.48,639,11.69,2025-12-05T09:23:11
7.49,55.57,638,11.63,2025-12-05T09:23:21
7.49,55.57,639,11.63,2025-12-05T09:23:31
7.49,55.76,638,11.5,2025-12-05T09:23:41
7.5,55.76,639,11.5,2025-12-05T09:23:52
7.49,55.76,639,11.5,2025-12-05T09:24:02
7.5,55.76,639,11.5,2025-12-05T09:24:12
7.5,55.86,639,11.44,2025-12-05T09:24:22
7.5,55.86,639,11.44,2025-12-05T09:24:32
7.5,55.76,639,11.5,2025-12-05T09:24:43
7.51,55.86,638,11.44,2025-12-05T09:24:53
7.51,55.76,638,11.5,2025-12-05T09:25:03
7.51,55.86,638,11.44,2025-12-05T09:25:13
7.52,55.86,638,11.44,2025-12-05T09:25:24
7.5,55.76,638,11.5,2025-12-05T09:25:34
7.5,55.76,638,11.5,2025-12-05T09:25:44
7.51,55.76,638,11.5,2025-12-05T09:25:54
7.5,55.76,638,11.5,2025-12-05T09:26:04
7.52,55.76,638,11.5,2025-12-05T09:26:15
7.5,55.67,638,11.56,2025-12-05T09:26:25
7.52,55.67,638,11.56,2025-12-05T09:26:35
7.5,55.76,638,11.5,2025-12-05T09:26:45
7.51,55.86,638,11.44,2025-12-05T09:26:56
7.52,55.86,638,11.44,2025-12-05T09:27:06
7.51,55.86,638,11.44,2025-12-05T09:27:17
7.5,55.86,638,11.44,2025-12-05T09:27:27
7.51,55.86,638,11.44,2025-12-05T09:27:37
7.52,55.86,637,11.44,2025-12-05T09:27:47
7.5,55.86,637,11.44,2025-12-05T09:27:58
7.51,55.95,637,11.38,2025-12-05T09:28:08
7.52,56.05,637,11.31,2025-12-05T09:28:19
7.51,56.05,637,11.31,2025-12-05T09:28:29
7.52,56.05,637,11.31,2025-12-05T09:28:39
7.51,56.05,637,11.31,2025-12-05T09:28:49
7.52,56.05,637,11.31,2025-12-05T09:29:00
7.51,56.05,637,11.31,2025-12-05T09:29:10
7.52,56.05,637,11.31,2025-12-05T09:29:20
7.51,56.05,637,11.31,2025-12-05T09:29:30
7.53,55.95,637,11.38,2025-12-05T09:29:40
7.51,55.95,637,11.38,2025-12-05T09:29:51
7.51,56.05,636,11.31,2025-12-05T09:30:01
7.51,55.95,636,11.38,2025-12-05T09:30:11
7.52,55.95,636,11.38,2025-12-05T09:30:21
7.53,55.86,636,11.44,2025-12-05T09:30:32
7.51,55.86,636,11.44,2025-12-05T09:30:42
7.52,55.86,636,11.44,2025-12-05T09:30:52
7.54,55.86,636,11.44,2025-12-05T09:31:02
7.54,55.86,636,11.44,2025-12-05T09:31:13
7.52,55.86,636,11.44,2025-12-05T09:31:23
7.53,55.86,635,11.44,2025-12-05T09:31:33
7.54,55.86,635,11.44,2025-12-05T09:31:43
7.53,55.76,635,11.5,2025-12-05T09:31:53
7.52,55.76,635,11.5,2025-12-05T09:32:04
7.53,55.76,635,11.5,2025-12-05T09:32:14
7.53,55.86,634,11.44,2025-12-05T09:32:24
7.53,55.86,634,11.44,2025-12-05T09:32:34
7.53,55.86,634,11.44,2025-12-05T09:32:45
7.5,55.86,634,11.44,2025-12-05T09:32:55
7.53,55.86,633,11.44,2025-12-05T09:33:06
7.51,55.95,633,11.38,2025-12-05T09:33:16
7.51,56.15,633,11.25,2025-12-05T09:33:27
7.54,56.15,633,11.25,2025-12-05T09:33:37
7.54,56.15,633,11.25,2025-12-05T09:33:47
7.54,56.15,632,11.25,2025-12-05T09:33:57
7.53,56.15,632,11.25,2025-12-05T09:34:08
7.52,56.15,632,11.25,2025-12-05T09:34:18
7.51,56.15,632,11.25,2025-12-05T09:34:29
7.52,56.15,632,11.25,2025-12-05T09:34:40
7.5,56.05,632,11.31,2025-12-05T09:34:50
7.52,56.05,632,11.31,2025-12-05T09:35:00
7.49,56.05,631,11.31,2025-12-05T09:35:10
7.49,55.95,631,11.38,2025-12-05T09:35:20
7.51,55.86,631,11.44,2025-12-05T09:35:31
7.5,55.86,631,11.44,2025-12-05T09:35:41
7.5,55.86,631,11.44,2025-12-05T09:35:51
7.49,55.76,631,11.5,2025-12-05T09:36:01
7.5,55.76,631,11.5,2025-12-05T09:36:12
7.5,55.76,631,11.5,2025-12-05T09:36:22
7.52,55.76,631,11.5,2025-12-05T09:36:33
7.51,55.76,630,11.5,2025-12-05T09:36:43
7.51,55.76,630,11.5,2025-12-05T09:36:53
7.5,55.67,630,11.56,2025-12-05T09:37:03
7.5,55.67,629,11.56,2025-12-05T09:37:14
7.51,55.67,629,11.56,2025-12-05T09:37:24
7.51,55.67,629,11.56,2025-12-05T09:37:34
7.52,55.57,629,11.63,2025-12-05T09:37:45
7.51,55.57,628,11.63,2025-12-05T09:37:55
7.51,55.48,628,11.69,2025-12-05T09:38:05
7.51,55.48,628,11.69,2025-12-05T09:38:15
7.52,55.48,628,11.69,2025-12-05T09:38:26
7.52,55.38,628,11.75,2025-12-05T09:38:36
7.52,55.38,628,11.75,2025-12-05T09:38:46
7.52,55.38,628,11.75,2025-12-05T09:38:56
7.51,55.29,627,11.81,2025-12-05T09:39:07
7.52,55.38,627,11.75,2025-12-05T09:39:17
7.52,55.29,627,11.81,2025-12-05T09:39:28
7.53,55.29,627,11.81,2025-12-05T09:39:38
7.53,55.38,627,11.75,2025-12-05T09:39:48
7.53,55.38,626,11.75,2025-12-05T09:39:58
7.53,55.29,626,11.81,2025-12-05T09:40:09
7.54,55.29,626,11.81,2025-12-05T09:40:19
7.55,55.29,625,11.81,2025-12-05T09:40:29
7.53,55.29,625,11.81,2025-12-05T09:40:39
7.52,55.29,624,11.81,2025-12-05T09:40:50
7.53,55.29,623,11.81,2025-12-05T09:41:00
7.52,55.29,623,11.81,2025-12-05T09:41:10
7.53,55.38,623,11.75,2025-12-05T09:41:20
7.55,55.38,623,11.75,2025-12-05T09:41:30
7.57,55.38,623,11.75,2025-12-05T09:41:41
7.55,55.38,622,11.75,2025-12-05T09:41:51
7.53,55.38,621,11.75,2025-12-05T09:42:01
7.54,55.48,620,11.69,2025-12-05T09:42:11
7.52,55.48,620,11.69,2025-12-05T09:42:22
7.55,55.48,620,11.69,2025-12-05T09:42:32
7.52,55.48,619,11.69,2025-12-05T09:42:42
7.58,55.48,619,11.69,2025-12-05T09:42:52
7.53,55.57,619,11.63,2025-12-05T09:43:02
7.53,55.67,619,11.56,2025-12-05T09:43:13
7.54,55.67,619,11.56,2025-12-05T09:43:23
7.54,55.67,619,11.56,2025-12-05T09:43:33
7.54,55.67,619,11.56,2025-12-05T09:43:43
7.54,55.67,619,11.56,2025-12-05T09:43:54
7.57,55.67,619,11.56,2025-12-05T09:44:04
7.56,55.67,619,11.56,2025-12-05T09:44:14
7.54,55.67,618,11.56,2025-12-05T09:44:24
7.56,55.67,618,11.56,2025-12-05T09:44:34
7.55,55.67,618,11.56,2025-12-05T09:44:45
7.54,55.67,617,11.56,2025-12-05T09:44:55
7.54,55.67,616,11.56,2025-12-05T09:45:05
7.54,55.57,615,11.63,2025-12-05T09:45:15
7.54,55.57,614,11.63,2025-12-05T09:45:26
7.54,55.57,613,11.63,2025-12-05T09:45:36
7.54,55.57,612,11.63,2025-12-05T09:45:46
7.54,55.67,610,11.56,2025-12-05T09:45:57
7.53,55.67,609,11.56,2025-12-05T09:46:07
7.53,55.76,608,11.5,2025-12-05T09:46:17
7.54,55.86,608,11.44,2025-12-05T09:46:28
7.53,55.86,607,11.44,2025-12-05T09:46:38
7.6,55.86,607,11.44,2025-12-05T09:46:48
7.54,55.86,607,11.44,2025-12-05T09:46:58
7.53,55.95,608,11.38,2025-12-05T09:47:08
7.54,56.05,609,11.31,2025-12-05T09:47:19
7.54,56.05,610,11.31,2025-12-05T09:47:29
7.59,56.05,610,11.31,2025-12-05T09:47:39
7.53,56.15,611,11.25,2025-12-05T09:47:49
7.56,56.15,611,11.25,2025-12-05T09:48:00
7.55,56.24,612,11.19,2025-12-05T09:48:10
7.53,56.24,612,11.19,2025-12-05T09:48:21
7.57,56.24,611,11.19,2025-12-05T09:48:31
7.54,56.24,610,11.19,2025-12-05T09:48:41
7.54,56.15,610,11.25,2025-12-05T09:48:51
7.63,56.05,610,11.31,2025-12-05T09:49:02
7.53,56.05,611,11.31,2025-12-05T09:49:12
7.63,56.15,611,11.25,2025-12-05T09:49:22
7.55,56.15,611,11.25,2025-12-05T09:49:32
7.63,56.15,611,11.25,2025-12-05T09:49:42
7.54,56.24,611,11.19,2025-12-05T09:49:53
7.64,56.15,611,11.25,2025-12-05T09:50:03
7.64,56.15,611,11.25,2025-12-05T09:50:13
7.64,56.15,611,11.25,2025-12-05T09:50:23
7.64,56.15,611,11.25,2025-12-05T09:50:34
7.56,56.24,611,11.19,2025-12-05T09:50:44
7.55,56.34,611,11.13,2025-12-05T09:50:54
7.61,56.34,612,11.13,2025-12-05T09:51:04
7.55,56.34,612,11.13,2025-12-05T09:51:15
7.64,56.34,611,11.13,2025-12-05T09:51:25
7.59,56.34,611,11.13,2025-12-05T09:51:36
7.55,56.34,612,11.13,2025-12-05T09:51:46
7.55,56.34,611,11.13,2025-12-05T09:51:56
7.62,56.34,612,11.13,2025-12-05T09:52:06
7.55,56.34,612,11.13,2025-12-05T09:52:16
7.58,56.34,611,11.13,2025-12-05T09:52:27
7.55,56.34,611,11.13,2025-12-05T09:52:37
7.56,56.34,611,11.13,2025-12-05T09:52:47
7.55,56.34,611,11.13,2025-12-05T09:52:57
7.55,56.24,612,11.19,2025-12-05T09:53:08
7.57,56.24,611,11.19,2025-12-05T09:53:18
7.55,56.24,611,11.19,2025-12-05T09:53:28
7.63,56.24,611,11.19,2025-12-05T09:53:38
7.56,56.15,611,11.25,2025-12-05T09:53:48
7.56,56.15,611,11.25,2025-12-05T09:53:59
7.62,56.05,612,11.31,2025-12-05T09:54:10
7.62,56.05,612,11.31,2025-12-05T09:54:20
7.56,56.15,612,11.25,2025-12-05T09:54:30
7.56,56.15,613,11.25,2025-12-05T09:54:40
7.59,56.15,613,11.25,2025-12-05T09:54:50
7.56,56.15,613,11.25,2025-12-05T09:55:01
7.56,56.15,613,11.25,2025-12-05T09:55:11
7.55,56.15,613,11.25,2025-12-05T09:55:21
7.63,56.15,612,11.25,2025-12-05T09:55:32
7.56,56.15,612,11.25,2025-12-05T09:55:42
7.6,56.05,612,11.31,2025-12-05T09:55:52
7.56,56.05,613,11.31,2025-12-05T09:56:03
7.56,56.15,613,11.25,2025-12-05T09:56:13
7.6,56.24,613,11.19,2025-12-05T09:56:24
7.56,56.24,613,11.19,2025-12-05T09:56:34
7.62,56.24,613,11.19,2025-12-05T09:56:44
7.56,56.15,613,11.25,2025-12-05T09:56:55
7.57,56.15,613,11.25,2025-12-05T09:57:05
7.64,56.15,613,11.25,2025-12-05T09:57:15
7.56,56.15,614,11.25,2025-12-05T09:57:26
7.56,56.15,614,11.25,2025-12-05T09:57:36
7.6,56.15,614,11.25,2025-12-05T09:57:47
7.56,56.15,614,11.25,2025-12-05T09:57:57
7.56,56.15,613,11.25,2025-12-05T09:58:07
7.56,56.15,613,11.25,2025-12-05T09:58:17
7.57,56.05,613,11.31,2025-12-05T09:58:28
7.56,56.05,613,11.31,2025-12-05T09:58:38
7.57,55.95,613,11.38,2025-12-05T09:58:48
7.63,55.95,613,11.38,2025-12-05T09:58:58
7.64,55.95,613,11.38,2025-12-05T09:59:09
7.65,55.86,613,11.44,2025-12-05T09:59:19
7.56,55.86,613,11.44,2025-12-05T09:59:30
7.56,55.95,613,11.38,2025-12-05T09:59:40
7.57,55.86,613,11.44,2025-12-05T09:59:50
7.57,55.86,613,11.44,2025-12-05T10:00:00
7.64,55.86,613,11.44,2025-12-05T10:00:11
7.64,55.86,612,11.44,2025-12-05T10:00:21
7.57,55.86,612,11.44,2025-12-05T10:00:31
7.57,55.86,612,11.44,2025-12-05T10:00:41
7.57,55.86,611,11.44,2025-12-05T10:00:52
7.57,55.86,611,11.44,2025-12-05T10:01:02
7.58,55.76,610,11.5,2025-12-05T10:01:13
7.66,55.76,611,11.5,2025-12-05T10:01:23
7.58,55.76,612,11.5,2025-12-05T10:01:33
7.57,55.86,612,11.44,2025-12-05T10:01:43
7.57,55.95,612,11.38,2025-12-05T10:01:53
7.58,55.86,612,11.44,2025-12-05T10:02:04
7.66,55.86,612,11.44,2025-12-05T10:02:14
7.66,55.95,613,11.38,2025-12-05T10:02:24
7.57,55.95,613,11.38,2025-12-05T10:02:34
7.58,55.95,613,11.38,2025-12-05T10:02:45
7.58,55.95,612,11.38,2025-12-05T10:02:55
7.67,55.95,612,11.38,2025-12-05T10:03:05
7.58,55.86,612,11.44,2025-12-05T10:03:15
7.66,55.86,612,11.44,2025-12-05T10:03:26
7.58,55.86,612,11.44,2025-12-05T10:03:36
7.58,55.76,612,11.5,2025-12-05T10:03:47
7.67,55.76,612,11.5,2025-12-05T10:03:57
7.66,55.86,613,11.44,2025-12-05T10:04:07
7.66,55.86,614,11.44,2025-12-05T10:04:17
7.67,55.86,614,11.44,2025-12-05T10:04:27
7.58,55.86,615,11.44,2025-12-05T10:04:38
7.67,55.95,615,11.38,2025-12-05T10:04:48
7.65,55.95,614,11.38,2025-12-05T10:04:58
7.66,56.05,614,11.31,2025-12-05T10:05:08
7.58,56.05,614,11.31,2025-12-05T10:05:19
7.61,56.15,614,11.25,2025-12-05T10:05:29
7.66,56.15,614,11.25,2025-12-05T10:05:39
7.58,56.15,614,11.25,2025-12-05T10:05:49
7.58,56.15,614,11.25,2025-12-05T10:05:59
7.66,56.15,614,11.25,2025-12-05T10:06:10
7.57,56.24,613,11.19,2025-12-05T10:06:20
7.61,56.15,613,11.25,2025-12-05T10:06:30
7.57,56.24,613,11.19,2025-12-05T10:06:40
7.57,56.34,613,11.13,2025-12-05T10:06:51
7.58,56.34,612,11.13,2025-12-05T10:07:01
7.56,56.34,612,11.13,2025-12-05T10:07:12
7.63,56.34,611,11.13,2025-12-05T10:07:22
7.56,56.34,610,11.13,2025-12-05T10:07:32
7.56,56.44,610,11.06,2025-12-05T10:07:42
7.56,56.44,610,11.06,2025-12-05T10:07:53
7.57,56.44,610,11.06,2025-12-05T10:08:03
7.61,56.44,610,11.06,2025-12-05T10:08:13
7.61,56.34,610,11.13,2025-12-05T10:08:23
7.57,56.34,610,11.13,2025-12-05T10:08:33
7.56,56.44,610,11.06,2025-12-05T10:08:44
7.57,56.44,611,11.06,2025-12-05T10:08:55
7.62,56.34,610,11.13,2025-12-05T10:09:05
7.61,56.34,611,11.13,2025-12-05T10:09:15
7.61,56.24,611,11.19,2025-12-05T10:09:25
7.61,56.34,610,11.13,2025-12-05T10:09:35
7.64,56.24,610,11.19,2025-12-05T10:09:46
7.61,56.24,610,11.19,2025-12-05T10:09:56
7.57,56.34,611,11.13,2025-12-05T10:10:06
7.57,56.34,611,11.13,2025-12-05T10:10:16
7.64,56.34,611,11.13,2025-12-05T10:10:27
7.63,56.24,610,11.19,2025-12-05T10:10:37
7.58,56.24,610,11.19,2025-12-05T10:10:48
7.58,56.24,610,11.19,2025-12-05T10:10:58
7.66,56.24,610,11.19,2025-12-05T10:11:08
7.66,56.24,609,11.19,2025-12-05T10:11:18
7.57,56.24,609,11.19,2025-12-05T10:11:29
7.59,56.24,608,11.19,2025-12-05T10:11:39
7.65,56.34,608,11.13,2025-12-05T10:11:50
7.58,56.34,608,11.13,2025-12-05T10:12:00
7.66,56.34,608,11.13,2025-12-05T10:12:10
7.66,56.24,608,11.19,2025-12-05T10:12:20
7.59,56.24,608,11.19,2025-12-05T10:12:31
7.59,56.24,608,11.19,2025-12-05T10:12:41
7.59,56.24,608,11.19,2025-12-05T10:12:52
7.67,56.15,609,11.25,2025-12-05T10:13:02
7.59,56.24,609,11.19,2025-12-05T10:13:12
7.67,56.24,609,11.19,2025-12-05T10:13:22
7.66,56.24,609,11.19,2025-12-05T10:13:32
7.66,56.24,610,11.19,2025-12-05T10:13:43
7.59,56.24,610,11.19,2025-12-05T10:13:53
7.66,56.24,609,11.19,2025-12-05T10:14:03
7.67,56.24,609,11.19,2025-12-05T10:14:13
7.59,56.24,608,11.19,2025-12-05T10:14:24
7.67,56.34,608,11.13,2025-12-05T10:14:34
7.67,56.34,608,11.13,2025-12-05T10:14:44
7.68,56.34,608,11.13,2025-12-05T10:14:54
7.6,56.34,608,11.13,2025-12-05T10:15:05
7.67,56.24,608,11.19,2025-12-05T10:15:15
7.69,56.24,607,11.19,2025-12-05T10:15:26
7.69,56.24,607,11.19,2025-12-05T10:15:36
7.6,56.15,607,11.25,2025-12-05T10:15:46
7.68,56.24,608,11.19,2025-12-05T10:15:56
7.6,56.15,608,11.25,2025-12-05T10:16:07
7.6,56.15,608,11.25,2025-12-05T10:16:17
7.6,56.15,608,11.25,2025-12-05T10:16:28
7.69,56.15,609,11.25,2025-12-05T10:16:38
7.68,56.15,608,11.25,2025-12-05T10:16:48
7.6,56.24,608,11.19,2025-12-05T10:16:58
7.64,56.24,608,11.19,2025-12-05T10:17:08
7.59,56.34,608,11.13,2025-12-05T10:17:19
7.67,56.34,608,11.13,2025-12-05T10:17:29
7.6,56.34,608,11.13,2025-12-05T10:17:40
7.6,56.34,609,11.13,2025-12-05T10:17:50
7.59,56.24,609,11.19,2025-12-05T10:18:00
7.6,56.24,608,11.19,2025-12-05T10:18:10
7.68,56.24,608,11.19,2025-12-05T10:18:21
7.61,56.15,608,11.25,2025-12-05T10:18:32
7.69,56.15,608,11.25,2025-12-05T10:18:42
7.69,56.15,608,11.25,2025-12-05T10:18:52
7.6,56.15,608,11.25,2025-12-05T10:19:02
7.7,56.15,608,11.25,2025-12-05T10:19:12
7.6,56.05,607,11.31,2025-12-05T10:19:23
7.6,55.95,607,11.38,2025-12-05T10:19:33
7.6,55.95,607,11.38,2025-12-05T10:19:44
7.61,55.95,607,11.38,2025-12-05T10:19:54
7.69,55.95,607,11.38,2025-12-05T10:20:04
7.69,55.95,608,11.38,2025-12-05T10:20:14
7.7,55.95,608,11.38,2025-12-05T10:20:25
7.7,55.95,608,11.38,2025-12-05T10:20:35
7.7,55.95,608,11.38,2025-12-05T10:20:46
7.7,55.95,608,11.38,2025-12-05T10:20:56
7.61,55.95,608,11.38,2025-12-05T10:21:06
7.61,55.95,608,11.38,2025-12-05T10:21:16
7.69,55.95,608,11.38,2025-12-05T10:21:27
7.69,55.86,608,11.44,2025-12-05T10:21:37
7.69,55.86,608,11.44,2025-12-05T10:21:48
7.61,55.86,608,11.44,2025-12-05T10:21:58
7.61,55.86,608,11.44,2025-12-05T10:22:08
7.71,55.86,608,11.44,2025-12-05T10:22:18
7.61,55.86,608,11.44,2025-12-05T10:22:29
7.7,55.86,608,11.44,2025-12-05T10:22:39
7.61,55.95,608,11.38,2025-12-05T10:22:49
7.69,55.95,607,11.38,2025-12-05T10:22:59
7.61,55.95,607,11.38,2025-12-05T10:23:10
