x,pH_pred,pH_std,ci_lower,ci_upper
17.272727272727273,7.290943989267278,0.05265171882266535,7.187746620374854,7.394141358159702
17.575757575757578,7.285489024003618,0.06465338820932416,7.158768383113342,7.4122096648938935
17.87878787878788,7.278919772049607,0.07626017570490108,7.129449827668,7.428389716431213
18.181818181818183,7.271335932850898,0.08739623509475453,7.10003931206518,7.442632553636617
18.484848484848484,7.262847318986274,0.09799564154917734,7.070775861549886,7.454918776422661
18.78787878787879,7.25357124056665,0.10800268473540256,7.041885978485261,7.465256502648039
19.09090909090909,7.2436297992512335,0.1173718760242918,7.013580922243621,7.473678676258846
19.393939393939394,7.2331471798387454,0.12606767505469285,6.986054536731547,7.4802398229459435
19.6969696969697,7.22224702466706,0.134063951614735,6.959481679502179,7.48501236983194
20.0,7.211049970000744,0.14134320894086402,6.934017280476651,7.488082659524837
20.303030303030305,7.199671414579841,0.1478956036399414,6.9097960314455555,7.489546797714127
20.606060606060606,7.188219579048972,0.15371780508727403,6.886932681077915,7.489506477020028
20.90909090909091,7.176793901683834,0.15881174300609383,6.86552288539189,7.488064917975779
21.21212121212121,7.1654838013416775,0.16318329575006374,6.845644541671552,7.485323061011803
21.515151515151516,7.154367823564898,0.16684097345212967,6.827359515598723,7.481376131531072
21.81818181818182,7.143513170930153,0.16979464963790034,6.810715657639869,7.476310684220437
22.12121212121212,7.132975604679697,0.1720543921972307,6.795748995973124,7.470202213386269
22.424242424242426,7.122799691943518,0.1736294399205866,6.782485989699168,7.463113394187868
22.727272727272727,7.113019361910643,0.1745273643681234,6.770945727749122,7.455092996072165
23.03030303030303,7.103658725476268,0.17475344893695158,6.761141965559843,7.4461754853926925
23.333333333333336,7.094733106401675,0.17431030795226607,6.7530849028152335,7.436381309988116
23.636363636363637,7.086250227981765,0.17319775877976526,6.746782620773425,7.425717835190104
23.93939393939394,7.0782114976146815,0.1714129496981377,6.742242116206332,7.414180879023031
24.242424242424242,7.070613332401489,0.1689507359392048,6.739469889960648,7.4017567748423305
24.545454545454547,7.06344847177663,0.16580428625130497,6.738472070724073,7.388424872829188
24.848484848484848,7.0567072279158705,0.16196589291056343,6.739254077811166,7.374160378020575
25.151515151515152,7.050378630969503,0.15742794962354612,6.741819849707352,7.358937412231653
25.454545454545457,7.044451433670489,0.15218405454424308,6.746170686763773,7.3427321805772054
25.757575757575758,7.038914948198317,0.14623018995371326,6.75230377588904,7.325526120507595
26.060606060606062,7.033759696965028,0.13956592627122627,6.7602104814734245,7.307308912456631
26.363636363636363,7.028977867867063,0.1321955961810002,6.769874499352302,7.2880812363818235
26.666666666666668,7.024563573174832,0.12412938490419742,6.781269978762605,7.267857167587058
26.96969696969697,7.020512919303773,0.11538428507925884,6.794359720548425,7.24666611805912
27.272727272727273,7.016823901958841,0.10598486930324666,6.809093558124478,7.224554245793205
27.575757575757578,7.013496147347519,0.09596384000490653,6.825407020937902,7.201585273757136
27.87878787878788,7.010530525143927,0.08536232474160414,6.843220368650383,7.177840681637471
28.181818181818183,7.007928662540398,0.07422989491976646,6.862438068497656,7.153419256583141
28.484848484848484,7.005692390979206,0.06262429693335317,6.882948768989834,7.128436012968578
28.78787878787879,7.003823158006238,0.05061089633415492,6.904625801191294,7.103020514821182
29.090909090909093,7.002321436172529,0.03826184738538989,6.927328215297164,7.077314657047893
29.393939393939394,7.001186159120592,0.025655011682055622,6.950902336223763,7.051469982017421
29.6969696969697,7.000414212066431,0.012872659932659949,6.975183798598418,7.0256446255344445
30.0,6.9999999999999964,0.0,6.9999999999999964,6.9999999999999964
