x,pH_pred,pH_std,ci_lower,ci_upper
0.0,6.8999999999999995,0.0,6.8999999999999995,6.8999999999999995
0.30303030303030304,6.89901581582789,0.01158781948163026,6.876303689643895,6.921727942011885
0.6060606060606061,6.898691531915046,0.022675973926133065,6.854246623019825,6.9431364408102665
0.9090909090909092,6.899018526736988,0.03312667062700065,6.834090252308067,6.96394680116591
1.2121212121212122,6.8999801194392685,0.04280593655598154,6.816080483789545,6.983879755088992
1.5151515151515151,6.901552518390755,0.05158634984799818,6.800443272688678,7.0026617640928315
1.8181818181818183,6.903705983224707,0.05934970127081101,6.7873805687339175,7.020031397715497
2.121212121212121,6.906406157549194,0.06598951800728453,6.777066702254916,7.035745612843471
2.4242424242424243,6.909615522961997,0.0714133856951777,6.769645286999449,7.049585758924545
2.7272727272727275,6.9132949205344865,0.0755450101030494,6.7652267007325095,7.061363140336463
3.0303030303030303,6.917405083692275,0.0783259668558486,6.763886188654812,7.070923978729738
3.3333333333333335,6.921908126458597,0.07971709602049626,6.765662618258424,7.0781536346587695
3.6363636363636367,6.926768933264118,0.07969950785744884,6.770557897863518,7.082979968664717
3.9393939393939394,6.931956400783401,0.07827517636084637,6.778537055116142,7.0853757464506595
4.242424242424242,6.937444488263075,0.07546710805983399,6.7895289564658,7.0853600200603495
4.545454545454546,6.943213040221318,0.07131908464347901,6.803427634320099,7.082998446122537
4.848484848484849,6.949248353841182,0.06589498900415884,6.820094175393031,7.078402532289333
5.151515151515151,6.955543472452976,0.0592777349700984,6.839359111911583,7.071727832994369
5.454545454545455,6.962098195813762,0.051567831017945,6.861025247018589,7.063171144608934
5.757575757575758,6.968918807086592,0.04288161732611802,6.8848708371274006,7.052966777045783
6.0606060606060606,6.976017525189677,0.03334922336496087,6.910653047394354,7.041382002985
6.363636363636364,6.9834116992799675,0.02311229955606619,6.9381115921500776,7.0287118064098575
6.666666666666667,6.991122769378464,0.012321581138241772,6.96697247034751,7.015273068409417
6.96969696969697,6.9991750234264725,0.0011343450875332072,6.996951707054907,7.001398339798038
7.272727272727273,7.007594186334144,0.010288178619463989,6.9874293562399945,7.027759016428293
7.575757575757576,7.016405880847009,0.021783380789776468,6.973710454499048,7.059101307194971
7.878787878787879,7.025634003348633,0.03318977632495524,6.960582041751721,7.0906859649455445
8.181818181818182,7.035299060091714,0.0443493848251405,6.948374265834438,7.12222385434899
8.484848484848484,7.045416510859861,0.055109945039946005,6.937401018581567,7.153432003138156
8.787878787878789,7.055995167746849,0.06532692713248776,6.927954390567173,7.184035944926524
9.090909090909092,7.067035696612733,0.07486531620404427,6.920299676852806,7.213771716372659
9.393939393939394,7.078529267817023,0.08360115005482797,6.914671013709561,7.242387521924486
9.696969696969697,7.090456400985963,0.09142280355541484,6.91126770601735,7.269645095954576
10.0,7.102786045764239,0.09823202070061232,6.9102512851910385,7.295320806337439
10.303030303030303,7.1154749366357795,0.10394470292276807,6.911743318907154,7.3192065543644045
10.606060606060606,7.128467254878797,0.10849146814787199,6.915823977308968,7.341110532448626
10.90909090909091,7.141694624471929,0.11181799909941202,6.922531346237081,7.360857902706776
11.212121212121213,7.15507646125693,0.11388520135631289,6.931861466598557,7.378291455915303
11.515151515151516,7.168520685914825,0.11466919168456922,6.94376907021307,7.393272301616581
11.818181818181818,7.181924801430458,0.11416113538949489,6.958168976067048,7.405680626793869
12.121212121212121,7.1951773248966395,0.11236694823460837,6.974938106356807,7.415416543436472
12.424242424242424,7.208159552029547,0.10930687432715881,6.993918078348315,7.422401025710778
12.727272727272728,7.220747621007318,0.10501494684352328,7.014918325194012,7.426576916820624
13.030303030303031,7.232814830657993,0.09953833415236592,7.037719695719356,7.427909965596631
13.333333333333334,7.244234157123748,0.09293657035242066,7.062078479233004,7.426389835014493
13.636363636363637,7.254880903459411,0.08528066695389964,7.087730796229768,7.422031010689055
13.93939393939394,7.264635408726709,0.07665210174652509,7.114397289303519,7.414873528149898
14.242424242424242,7.273385737526538,0.06714168199874926,7.141788040808989,7.404983434244087
14.545454545454547,7.28103026800085,0.05684828202845949,7.16960763522507,7.392452900776631
14.84848484848485,7.287480096456811,0.04587745970435612,7.197560275436273,7.377399917477349
15.151515151515152,7.2926611801058066,0.03433996224902178,7.2253548540977235,7.35996750611389
15.454545454545455,7.296516145997464,0.02235013836238159,7.252709874807197,7.340322417187732
15.757575757575758,7.299005703924111,0.010024280626702823,7.279358113895774,7.3186532939524485
16.060606060606062,7.3001096135639205,0.0025210712115241304,7.2951683139893335,7.3050509131385075
16.363636363636363,7.299827170951855,0.015170829525873637,7.270092345081142,7.329561996822568
16.666666666666668,7.298177195909542,0.02781302013333978,7.243663676448196,7.352690715370888
16.96969696969697,7.295197519614799,0.04034036159543933,7.216130410887738,7.3742646283418605
